"Feature ID"	"Taxon"	"Consensus"
"505ac6c8ebcf1fb805d32216b4bbfb96"	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Prochloraceae; g__Prochloron_P1-Palau; s__uncultured_Prochloron"	0.8
"50e55b426b4527c1ea1db19d37ee1d23"	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Solobacterium"	0.9
"51d48742d8b38d9e54b81b007b8113d1"	"d__Bacteria; p__Firmicutes; c__Clostridia"	0.7
"52b7ef65509af1c7e1673d97dddc37ac"	"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae"	1
"52cda2bb1c93e57dd3ad4ab35799ae26"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiales"	0.7
"544fdcf7339e10267fcf5bab3a0fda0f"	"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Dermacoccaceae; g__Kytococcus"	0.7
"54511ddac3669f6e84f869148fcea49d"	"d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Prosthecochloris"	0.9
"562835b1822af0b2f25d81cac1c29f66"	"d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Candidatus_Methylomirabilis"	0.7
"57155aa848709d8f2e86fcc7b3cd75d5"	"d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__Fibrobacterales"	1
"57ce800e8771e548352155a00e6e55ca"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus"	0.8
"59094e6cb36ccaa09060d8f67fd5c7f9"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"	1
"59137048681281ec68a8a3013f09305e"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Filomicrobium"	1
"5959a89bb322ab3a7127538633543d20"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__AT-s2-59; f__AT-s2-59; g__AT-s2-59"	0.6
"597d1c27b09258b0dd3140330cce8a54"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Granulosicoccales; f__Granulosicoccaceae; g__Granulosicoccus"	0.7
"5bbe73cae8785264cd2b9e97b1fa6e6d"	"d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Latescibacteraceae; s__uncultured_bacterium"	0.8
"5c725a99895c8eadfec01a14ed1ab1e6"	"d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales; s__uncultured_bacterium"	0.7
"5d09edd402d6b5e99f2e73219ddd0fb0"	"d__Bacteria; p__WPS-2; c__WPS-2; o__WPS-2; f__WPS-2; g__WPS-2; s__uncultured_bacterium"	0.8
"5d8f10fe45ec8e8425dbb0347e8976e3"	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Izemoplasmatales; f__Izemoplasmataceae; g__Izimaplasma; s__uncultured_bacterium"	0.6
"5e593fbff27f07a4576c0077c3d00dbb"	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Chroococcidiopsaceae; g__uncultured; s__uncultured_bacterium"	0.6
